ReportDt,Unit,Power
03/16/2018,Watts Bar 1,100
03/16/2018,Watts Bar 2,100
03/16/2018,Wolf Creek 1,100
03/15/2018,Arkansas Nuclear 1,100
03/15/2018,Arkansas Nuclear 2,100
03/15/2018,Beaver Valley 1,100
03/15/2018,Beaver Valley 2,100
03/15/2018,Braidwood 1,100
03/15/2018,Braidwood 2,100
03/15/2018,Browns Ferry 1,100
03/15/2018,Browns Ferry 2,100
03/15/2018,Browns Ferry 3,0
03/15/2018,Brunswick 1,0
03/15/2018,Brunswick 2,100
03/15/2018,Byron 1,100
03/15/2018,Byron 2,90
03/15/2018,Callaway,100
03/15/2018,Calvert Cliffs 1,0
03/15/2018,Calvert Cliffs 2,100
03/15/2018,Catawba 1,100
03/15/2018,Catawba 2,87
03/15/2018,Clinton,98
03/15/2018,Columbia Generating Station,100
03/15/2018,Comanche Peak 1,100
03/15/2018,Comanche Peak 2,100
03/15/2018,Cooper,0
03/15/2018,D.C. Cook 1,100
03/15/2018,D.C. Cook 2,0
03/15/2018,Davis-Besse,0
03/15/2018,Diablo Canyon 1,100
03/15/2018,Diablo Canyon 2,0
03/15/2018,Dresden 2,100
03/15/2018,Dresden 3,100
03/15/2018,Duane Arnold,100
03/15/2018,Farley 1,100
03/15/2018,Farley 2,100
03/15/2018,Fermi 2,100
03/15/2018,FitzPatrick,100
03/15/2018,Ginna,100
03/15/2018,Grand Gulf 1,100
03/15/2018,Harris 1,100
03/15/2018,Hatch 1,100
03/15/2018,Hatch 2,100
03/15/2018,Hope Creek 1,100
03/15/2018,Indian Point 2,100
03/15/2018,Indian Point 3,100
03/15/2018,LaSalle 1,30
03/15/2018,LaSalle 2,100
03/15/2018,Limerick 1,89
03/15/2018,Limerick 2,100
03/15/2018,McGuire 1,100
03/15/2018,McGuire 2,100
03/15/2018,Millstone 2,100
03/15/2018,Millstone 3,100
03/15/2018,Monticello,100
03/15/2018,Nine Mile Point 1,100
03/15/2018,Nine Mile Point 2,100
03/15/2018,North Anna 1,0
03/15/2018,North Anna 2,100
03/15/2018,Oconee 1,100
03/15/2018,Oconee 2,100
03/15/2018,Oconee 3,100
03/15/2018,Oyster Creek,100
03/15/2018,Palisades,100
03/15/2018,Palo Verde 1,100
03/15/2018,Palo Verde 2,100
03/15/2018,Palo Verde 3,100
03/15/2018,Peach Bottom 2,100
03/15/2018,Peach Bottom 3,100
03/15/2018,Perry 1,100
03/15/2018,Pilgrim 1,0
03/15/2018,Point Beach 1,100
03/15/2018,Point Beach 2,100
03/15/2018,Prairie Island 1,40
03/15/2018,Prairie Island 2,100
03/15/2018,Quad Cities 1,100
03/15/2018,Quad Cities 2,81
03/15/2018,River Bend 1,90
03/15/2018,Robinson 2,100
03/15/2018,Saint Lucie 1,0
03/15/2018,Saint Lucie 2,100
03/15/2018,Salem 1,100
03/15/2018,Salem 2,100
03/15/2018,Seabrook 1,100
03/15/2018,Sequoyah 1,100
03/15/2018,Sequoyah 2,100
03/15/2018,South Texas 1,100
03/15/2018,South Texas 2,97
03/15/2018,Summer,100
03/15/2018,Surry 1,100
03/15/2018,Surry 2,100
03/15/2018,Susquehanna 1,83
03/15/2018,Susquehanna 2,100
03/15/2018,Three Mile Island 1,100
03/15/2018,Turkey Point 3,100
03/15/2018,Turkey Point 4,100
03/15/2018,Vogtle 1,100
03/15/2018,Vogtle 2,100
03/15/2018,Waterford 3,100
03/15/2018,Watts Bar 1,100
03/15/2018,Watts Bar 2,100
03/15/2018,Wolf Creek 1,100
03/14/2018,Arkansas Nuclear 1,100
03/14/2018,Arkansas Nuclear 2,100
03/14/2018,Beaver Valley 1,100
03/14/2018,Beaver Valley 2,100
03/14/2018,Braidwood 1,100
03/14/2018,Braidwood 2,100
03/14/2018,Browns Ferry 1,100
03/14/2018,Browns Ferry 2,100
03/14/2018,Browns Ferry 3,0
03/14/2018,Brunswick 1,0
03/14/2018,Brunswick 2,100
03/14/2018,Byron 1,100
03/14/2018,Byron 2,100
03/14/2018,Callaway,70
03/14/2018,Calvert Cliffs 1,0
03/14/2018,Calvert Cliffs 2,100
03/14/2018,Catawba 1,100
03/14/2018,Catawba 2,87
03/14/2018,Clinton,98
03/14/2018,Columbia Generating Station,100
03/14/2018,Comanche Peak 1,100
03/14/2018,Comanche Peak 2,100
03/14/2018,Cooper,0
03/14/2018,D.C. Cook 1,100
03/14/2018,D.C. Cook 2,0
03/14/2018,Davis-Besse,0
03/14/2018,Diablo Canyon 1,100
03/14/2018,Diablo Canyon 2,0
03/14/2018,Dresden 2,100
03/14/2018,Dresden 3,100
03/14/2018,Duane Arnold,100
03/14/2018,Farley 1,100
03/14/2018,Farley 2,100
03/14/2018,Fermi 2,100
03/14/2018,FitzPatrick,100
03/14/2018,Ginna,99
03/14/2018,Grand Gulf 1,100
03/14/2018,Harris 1,100
03/14/2018,Hatch 1,100
03/14/2018,Hatch 2,100
03/14/2018,Hope Creek 1,100
03/14/2018,Indian Point 2,100
03/14/2018,Indian Point 3,100
03/14/2018,LaSalle 1,1
03/14/2018,LaSalle 2,100
03/14/2018,Limerick 1,89
03/14/2018,Limerick 2,100
03/14/2018,McGuire 1,100
03/14/2018,McGuire 2,100
03/14/2018,Millstone 2,100
03/14/2018,Millstone 3,100
03/14/2018,Monticello,100
03/14/2018,Nine Mile Point 1,100
03/14/2018,Nine Mile Point 2,100
03/14/2018,North Anna 1,0
03/14/2018,North Anna 2,100
03/14/2018,Oconee 1,100
03/14/2018,Oconee 2,100
03/14/2018,Oconee 3,100
03/14/2018,Oyster Creek,100
03/14/2018,Palisades,100
03/14/2018,Palo Verde 1,100
03/14/2018,Palo Verde 2,100
03/14/2018,Palo Verde 3,100
03/14/2018,Peach Bottom 2,100
03/14/2018,Peach Bottom 3,100
03/14/2018,Perry 1,100
03/14/2018,Pilgrim 1,0
03/14/2018,Point Beach 1,100
03/14/2018,Point Beach 2,100
03/14/2018,Prairie Island 1,40
03/14/2018,Prairie Island 2,100
03/14/2018,Quad Cities 1,100
03/14/2018,Quad Cities 2,81
03/14/2018,River Bend 1,90
03/14/2018,Robinson 2,100
03/14/2018,Saint Lucie 1,0
03/14/2018,Saint Lucie 2,100
03/14/2018,Salem 1,100
03/14/2018,Salem 2,100
03/14/2018,Seabrook 1,100
03/14/2018,Sequoyah 1,100
03/14/2018,Sequoyah 2,100
03/14/2018,South Texas 1,100
03/14/2018,South Texas 2,99
03/14/2018,Summer,100
03/14/2018,Surry 1,100
03/14/2018,Surry 2,100
03/14/2018,Susquehanna 1,83
03/14/2018,Susquehanna 2,100
03/14/2018,Three Mile Island 1,100
03/14/2018,Turkey Point 3,100
03/14/2018,Turkey Point 4,100
03/14/2018,Vogtle 1,100
03/14/2018,Vogtle 2,100
03/14/2018,Waterford 3,100
03/14/2018,Watts Bar 1,100
03/14/2018,Watts Bar 2,100
03/14/2018,Wolf Creek 1,100
03/13/2018,Arkansas Nuclear 1,100
03/13/2018,Arkansas Nuclear 2,100
03/13/2018,Beaver Valley 1,100
03/13/2018,Beaver Valley 2,100
03/13/2018,Braidwood 1,100
03/13/2018,Braidwood 2,100
03/13/2018,Browns Ferry 1,100
03/13/2018,Browns Ferry 2,100
03/13/2018,Browns Ferry 3,0
03/13/2018,Brunswick 1,0
03/13/2018,Brunswick 2,100
03/13/2018,Byron 1,100
03/13/2018,Byron 2,100
03/13/2018,Callaway,100
03/13/2018,Calvert Cliffs 1,0
03/13/2018,Calvert Cliffs 2,100
03/13/2018,Catawba 1,100
03/13/2018,Catawba 2,87
03/13/2018,Clinton,97
03/13/2018,Columbia Generating Station,100
03/13/2018,Comanche Peak 1,100
03/13/2018,Comanche Peak 2,100
03/13/2018,Cooper,0
03/13/2018,D.C. Cook 1,100
03/13/2018,D.C. Cook 2,0
03/13/2018,Davis-Besse,0
03/13/2018,Diablo Canyon 1,100
03/13/2018,Diablo Canyon 2,0
03/13/2018,Dresden 2,100
03/13/2018,Dresden 3,100
03/13/2018,Duane Arnold,100
03/13/2018,Farley 1,100
03/13/2018,Farley 2,100
03/13/2018,Fermi 2,100
03/13/2018,FitzPatrick,100
03/13/2018,Ginna,75
03/13/2018,Grand Gulf 1,100
03/13/2018,Harris 1,100
03/13/2018,Hatch 1,100
03/13/2018,Hatch 2,100
03/13/2018,Hope Creek 1,100
03/13/2018,Indian Point 2,100
03/13/2018,Indian Point 3,100
03/13/2018,LaSalle 1,0
03/13/2018,LaSalle 2,100
03/13/2018,Limerick 1,90
03/13/2018,Limerick 2,100
03/13/2018,McGuire 1,100
03/13/2018,McGuire 2,100
03/13/2018,Millstone 2,100
03/13/2018,Millstone 3,100
03/13/2018,Monticello,100
03/13/2018,Nine Mile Point 1,100
03/13/2018,Nine Mile Point 2,100
03/13/2018,North Anna 1,0
03/13/2018,North Anna 2,100
03/13/2018,Oconee 1,100
03/13/2018,Oconee 2,100
03/13/2018,Oconee 3,100
03/13/2018,Oyster Creek,100
03/13/2018,Palisades,100
03/13/2018,Palo Verde 1,100
03/13/2018,Palo Verde 2,100
03/13/2018,Palo Verde 3,100
03/13/2018,Peach Bottom 2,100
03/13/2018,Peach Bottom 3,100
03/13/2018,Perry 1,100
03/13/2018,Pilgrim 1,0
03/13/2018,Point Beach 1,100
03/13/2018,Point Beach 2,100
03/13/2018,Prairie Island 1,100
03/13/2018,Prairie Island 2,100
03/13/2018,Quad Cities 1,100
03/13/2018,Quad Cities 2,82
03/13/2018,River Bend 1,90
03/13/2018,Robinson 2,100
03/13/2018,Saint Lucie 1,0
03/13/2018,Saint Lucie 2,100
03/13/2018,Salem 1,100
03/13/2018,Salem 2,100
03/13/2018,Seabrook 1,100
03/13/2018,Sequoyah 1,100
03/13/2018,Sequoyah 2,100
03/13/2018,South Texas 1,99
03/13/2018,South Texas 2,100
03/13/2018,Summer,100
03/13/2018,Surry 1,100
03/13/2018,Surry 2,100
03/13/2018,Susquehanna 1,84
03/13/2018,Susquehanna 2,100
03/13/2018,Three Mile Island 1,100
03/13/2018,Turkey Point 3,100
03/13/2018,Turkey Point 4,100
03/13/2018,Vogtle 1,100
03/13/2018,Vogtle 2,100
03/13/2018,Waterford 3,100
03/13/2018,Watts Bar 1,100
03/13/2018,Watts Bar 2,100
03/13/2018,Wolf Creek 1,100
03/12/2018,Arkansas Nuclear 1,100
03/12/2018,Arkansas Nuclear 2,100
03/12/2018,Beaver Valley 1,100
03/12/2018,Beaver Valley 2,100
03/12/2018,Braidwood 1,100
03/12/2018,Braidwood 2,100
03/12/2018,Browns Ferry 1,100
03/12/2018,Browns Ferry 2,100
03/12/2018,Browns Ferry 3,0
03/12/2018,Brunswick 1,0
03/12/2018,Brunswick 2,100
03/12/2018,Byron 1,100
03/12/2018,Byron 2,100
03/12/2018,Callaway,100
03/12/2018,Calvert Cliffs 1,0
03/12/2018,Calvert Cliffs 2,100
03/12/2018,Catawba 1,100
03/12/2018,Catawba 2,88
03/12/2018,Clinton,85
03/12/2018,Columbia Generating Station,100
03/12/2018,Comanche Peak 1,100
03/12/2018,Comanche Peak 2,100
03/12/2018,Cooper,0
03/12/2018,D.C. Cook 1,100
03/12/2018,D.C. Cook 2,0
03/12/2018,Davis-Besse,0
03/12/2018,Diablo Canyon 1,100
03/12/2018,Diablo Canyon 2,0
03/12/2018,Dresden 2,100
03/12/2018,Dresden 3,100
03/12/2018,Duane Arnold,100
03/12/2018,Farley 1,100
03/12/2018,Farley 2,100
03/12/2018,Fermi 2,100
03/12/2018,FitzPatrick,100
03/12/2018,Ginna,74
03/12/2018,Grand Gulf 1,100
03/12/2018,Harris 1,100
03/12/2018,Hatch 1,100
03/12/2018,Hatch 2,100
03/12/2018,Hope Creek 1,100
03/12/2018,Indian Point 2,100
03/12/2018,Indian Point 3,100
03/12/2018,LaSalle 1,0
03/12/2018,LaSalle 2,100
03/12/2018,Limerick 1,90
03/12/2018,Limerick 2,100
03/12/2018,McGuire 1,100
03/12/2018,McGuire 2,100
03/12/2018,Millstone 2,100
03/12/2018,Millstone 3,100
03/12/2018,Monticello,100
03/12/2018,Nine Mile Point 1,100
03/12/2018,Nine Mile Point 2,100
03/12/2018,North Anna 1,0
03/12/2018,North Anna 2,100
03/12/2018,Oconee 1,100
03/12/2018,Oconee 2,100
03/12/2018,Oconee 3,100
03/12/2018,Oyster Creek,100
03/12/2018,Palisades,100
03/12/2018,Palo Verde 1,100
03/12/2018,Palo Verde 2,100
03/12/2018,Palo Verde 3,100
03/12/2018,Peach Bottom 2,100
03/12/2018,Peach Bottom 3,100
03/12/2018,Perry 1,100
03/12/2018,Pilgrim 1,0
03/12/2018,Point Beach 1,100
03/12/2018,Point Beach 2,100
03/12/2018,Prairie Island 1,100
03/12/2018,Prairie Island 2,100
03/12/2018,Quad Cities 1,100
03/12/2018,Quad Cities 2,82
03/12/2018,River Bend 1,90
03/12/2018,Robinson 2,100
03/12/2018,Saint Lucie 1,0
03/12/2018,Saint Lucie 2,100
03/12/2018,Salem 1,100
03/12/2018,Salem 2,100
03/12/2018,Seabrook 1,100
03/12/2018,Sequoyah 1,100
03/12/2018,Sequoyah 2,100
03/12/2018,South Texas 1,100
03/12/2018,South Texas 2,100
03/12/2018,Summer,100
03/12/2018,Surry 1,100
03/12/2018,Surry 2,100
03/12/2018,Susquehanna 1,84
03/12/2018,Susquehanna 2,100
03/12/2018,Three Mile Island 1,100
03/12/2018,Turkey Point 3,100
03/12/2018,Turkey Point 4,100
03/12/2018,Vogtle 1,100
03/12/2018,Vogtle 2,100
03/12/2018,Waterford 3,100
03/12/2018,Watts Bar 1,100
03/12/2018,Watts Bar 2,100
03/12/2018,Wolf Creek 1,100
03/11/2018,Arkansas Nuclear 1,100
03/11/2018,Arkansas Nuclear 2,100
03/11/2018,Beaver Valley 1,100
03/11/2018,Beaver Valley 2,100
03/11/2018,Braidwood 1,100
03/11/2018,Braidwood 2,100
03/11/2018,Browns Ferry 1,100
03/11/2018,Browns Ferry 2,100
03/11/2018,Browns Ferry 3,0
03/11/2018,Brunswick 1,0
03/11/2018,Brunswick 2,100
03/11/2018,Byron 1,100
03/11/2018,Byron 2,100
03/11/2018,Callaway,100
03/11/2018,Calvert Cliffs 1,0
03/11/2018,Calvert Cliffs 2,100
03/11/2018,Catawba 1,100
03/11/2018,Catawba 2,89
03/11/2018,Clinton,90
03/11/2018,Columbia Generating Station,100
03/11/2018,Comanche Peak 1,100
03/11/2018,Comanche Peak 2,100
03/11/2018,Cooper,100
03/11/2018,D.C. Cook 1,100
03/11/2018,D.C. Cook 2,0
03/11/2018,Davis-Besse,0
03/11/2018,Diablo Canyon 1,100
03/11/2018,Diablo Canyon 2,0
03/11/2018,Dresden 2,100
03/11/2018,Dresden 3,100
03/11/2018,Duane Arnold,100
03/11/2018,Farley 1,100
03/11/2018,Farley 2,100
03/11/2018,Fermi 2,100
03/11/2018,FitzPatrick,100
03/11/2018,Ginna,67
03/11/2018,Grand Gulf 1,93
03/11/2018,Harris 1,100
03/11/2018,Hatch 1,100
03/11/2018,Hatch 2,96
03/11/2018,Hope Creek 1,100
03/11/2018,Indian Point 2,100
03/11/2018,Indian Point 3,100
03/11/2018,LaSalle 1,0
03/11/2018,LaSalle 2,100
03/11/2018,Limerick 1,90
03/11/2018,Limerick 2,100
03/11/2018,McGuire 1,100
03/11/2018,McGuire 2,100
03/11/2018,Millstone 2,100
03/11/2018,Millstone 3,100
03/11/2018,Monticello,100
03/11/2018,Nine Mile Point 1,100
03/11/2018,Nine Mile Point 2,100
03/11/2018,North Anna 1,0
03/11/2018,North Anna 2,100
03/11/2018,Oconee 1,100
03/11/2018,Oconee 2,100
03/11/2018,Oconee 3,100
03/11/2018,Oyster Creek,100
03/11/2018,Palisades,100
03/11/2018,Palo Verde 1,100
03/11/2018,Palo Verde 2,100
03/11/2018,Palo Verde 3,100
03/11/2018,Peach Bottom 2,100
03/11/2018,Peach Bottom 3,100
03/11/2018,Perry 1,100
03/11/2018,Pilgrim 1,0
03/11/2018,Point Beach 1,100
03/11/2018,Point Beach 2,100
03/11/2018,Prairie Island 1,100
03/11/2018,Prairie Island 2,100
03/11/2018,Quad Cities 1,100
03/11/2018,Quad Cities 2,82
03/11/2018,River Bend 1,90
03/11/2018,Robinson 2,100
03/11/2018,Saint Lucie 1,72
03/11/2018,Saint Lucie 2,100
03/11/2018,Salem 1,100
03/11/2018,Salem 2,100
03/11/2018,Seabrook 1,100
03/11/2018,Sequoyah 1,100
03/11/2018,Sequoyah 2,100
03/11/2018,South Texas 1,100
03/11/2018,South Texas 2,100
03/11/2018,Summer,100
03/11/2018,Surry 1,100
03/11/2018,Surry 2,100
03/11/2018,Susquehanna 1,84
03/11/2018,Susquehanna 2,100
03/11/2018,Three Mile Island 1,100
03/11/2018,Turkey Point 3,100
03/11/2018,Turkey Point 4,100
03/11/2018,Vogtle 1,100
03/11/2018,Vogtle 2,100
03/11/2018,Waterford 3,100
03/11/2018,Watts Bar 1,100
03/11/2018,Watts Bar 2,100
03/11/2018,Wolf Creek 1,100
03/10/2018,Arkansas Nuclear 1,100
03/10/2018,Arkansas Nuclear 2,100
03/10/2018,Beaver Valley 1,100
03/10/2018,Beaver Valley 2,100
03/10/2018,Braidwood 1,100
03/10/2018,Braidwood 2,100
03/10/2018,Browns Ferry 1,100
03/10/2018,Browns Ferry 2,100
03/10/2018,Browns Ferry 3,0
03/10/2018,Brunswick 1,0
03/10/2018,Brunswick 2,100
03/10/2018,Byron 1,100
03/10/2018,Byron 2,100
03/10/2018,Callaway,100
03/10/2018,Calvert Cliffs 1,0
03/10/2018,Calvert Cliffs 2,100
03/10/2018,Catawba 1,100
03/10/2018,Catawba 2,90
03/10/2018,Clinton,98
03/10/2018,Columbia Generating Station,100
03/10/2018,Comanche Peak 1,100
03/10/2018,Comanche Peak 2,100
03/10/2018,Cooper,100
03/10/2018,D.C. Cook 1,100
03/10/2018,D.C. Cook 2,0
03/10/2018,Davis-Besse,0
03/10/2018,Diablo Canyon 1,100
03/10/2018,Diablo Canyon 2,0
03/10/2018,Dresden 2,100
03/10/2018,Dresden 3,100
03/10/2018,Duane Arnold,100
03/10/2018,Farley 1,100
03/10/2018,Farley 2,100
03/10/2018,Fermi 2,100
03/10/2018,FitzPatrick,100
03/10/2018,Ginna,0
03/10/2018,Grand Gulf 1,100
03/10/2018,Harris 1,100
03/10/2018,Hatch 1,100
03/10/2018,Hatch 2,100
03/10/2018,Hope Creek 1,100
03/10/2018,Indian Point 2,100
03/10/2018,Indian Point 3,100
03/10/2018,LaSalle 1,0
03/10/2018,LaSalle 2,100
03/10/2018,Limerick 1,91
03/10/2018,Limerick 2,100
03/10/2018,McGuire 1,100
03/10/2018,McGuire 2,100
03/10/2018,Millstone 2,100
03/10/2018,Millstone 3,100
03/10/2018,Monticello,100
03/10/2018,Nine Mile Point 1,100
03/10/2018,Nine Mile Point 2,100
03/10/2018,North Anna 1,93
03/10/2018,North Anna 2,100
03/10/2018,Oconee 1,100
03/10/2018,Oconee 2,100
03/10/2018,Oconee 3,100
03/10/2018,Oyster Creek,100
03/10/2018,Palisades,100
03/10/2018,Palo Verde 1,100
03/10/2018,Palo Verde 2,100
03/10/2018,Palo Verde 3,100
03/10/2018,Peach Bottom 2,100
03/10/2018,Peach Bottom 3,100
03/10/2018,Perry 1,100
03/10/2018,Pilgrim 1,0
03/10/2018,Point Beach 1,100
03/10/2018,Point Beach 2,100
03/10/2018,Prairie Island 1,100
03/10/2018,Prairie Island 2,100
03/10/2018,Quad Cities 1,100
03/10/2018,Quad Cities 2,82
03/10/2018,River Bend 1,76
03/10/2018,Robinson 2,100
03/10/2018,Saint Lucie 1,100
03/10/2018,Saint Lucie 2,100
03/10/2018,Salem 1,100
03/10/2018,Salem 2,100
03/10/2018,Seabrook 1,100
03/10/2018,Sequoyah 1,100
03/10/2018,Sequoyah 2,100
03/10/2018,South Texas 1,100
03/10/2018,South Texas 2,100
03/10/2018,Summer,100
03/10/2018,Surry 1,100
03/10/2018,Surry 2,100
03/10/2018,Susquehanna 1,85
03/10/2018,Susquehanna 2,100
03/10/2018,Three Mile Island 1,100
03/10/2018,Turkey Point 3,100
03/10/2018,Turkey Point 4,100
03/10/2018,Vogtle 1,100
03/10/2018,Vogtle 2,100
03/10/2018,Waterford 3,100
03/10/2018,Watts Bar 1,100
03/10/2018,Watts Bar 2,100
03/10/2018,Wolf Creek 1,100
03/09/2018,Arkansas Nuclear 1,100
03/09/2018,Arkansas Nuclear 2,100
03/09/2018,Beaver Valley 1,100
03/09/2018,Beaver Valley 2,100
03/09/2018,Braidwood 1,100
03/09/2018,Braidwood 2,100
03/09/2018,Browns Ferry 1,100
03/09/2018,Browns Ferry 2,100
03/09/2018,Browns Ferry 3,0
03/09/2018,Brunswick 1,0
03/09/2018,Brunswick 2,100
03/09/2018,Byron 1,100
03/09/2018,Byron 2,100
03/09/2018,Callaway,100
03/09/2018,Calvert Cliffs 1,0
03/09/2018,Calvert Cliffs 2,100
03/09/2018,Catawba 1,100
03/09/2018,Catawba 2,90
03/09/2018,Clinton,99
03/09/2018,Columbia Generating Station,100
03/09/2018,Comanche Peak 1,100
03/09/2018,Comanche Peak 2,100
03/09/2018,Cooper,100
03/09/2018,D.C. Cook 1,100
03/09/2018,D.C. Cook 2,0
03/09/2018,Davis-Besse,0
03/09/2018,Diablo Canyon 1,100
03/09/2018,Diablo Canyon 2,0
03/09/2018,Dresden 2,100
03/09/2018,Dresden 3,100
03/09/2018,Duane Arnold,100
03/09/2018,Farley 1,100
03/09/2018,Farley 2,100
03/09/2018,Fermi 2,100
03/09/2018,FitzPatrick,100
03/09/2018,Ginna,0
03/09/2018,Grand Gulf 1,90
03/09/2018,Harris 1,100
03/09/2018,Hatch 1,100
03/09/2018,Hatch 2,100
03/09/2018,Hope Creek 1,100
03/09/2018,Indian Point 2,100
03/09/2018,Indian Point 3,100
03/09/2018,LaSalle 1,0
03/09/2018,LaSalle 2,100
03/09/2018,Limerick 1,91
03/09/2018,Limerick 2,100
03/09/2018,McGuire 1,100
03/09/2018,McGuire 2,100
03/09/2018,Millstone 2,100
03/09/2018,Millstone 3,100
03/09/2018,Monticello,100
03/09/2018,Nine Mile Point 1,100
03/09/2018,Nine Mile Point 2,100
03/09/2018,North Anna 1,93
03/09/2018,North Anna 2,100
03/09/2018,Oconee 1,100
03/09/2018,Oconee 2,100
03/09/2018,Oconee 3,100
03/09/2018,Oyster Creek,100
03/09/2018,Palisades,100
03/09/2018,Palo Verde 1,100
03/09/2018,Palo Verde 2,100
03/09/2018,Palo Verde 3,100
03/09/2018,Peach Bottom 2,100
03/09/2018,Peach Bottom 3,100
03/09/2018,Perry 1,100
03/09/2018,Pilgrim 1,0
03/09/2018,Point Beach 1,100
03/09/2018,Point Beach 2,100
03/09/2018,Prairie Island 1,100
03/09/2018,Prairie Island 2,100
03/09/2018,Quad Cities 1,100
03/09/2018,Quad Cities 2,83
03/09/2018,River Bend 1,86
03/09/2018,Robinson 2,100
03/09/2018,Saint Lucie 1,100
03/09/2018,Saint Lucie 2,100
03/09/2018,Salem 1,100
03/09/2018,Salem 2,100
03/09/2018,Seabrook 1,100
03/09/2018,Sequoyah 1,100
03/09/2018,Sequoyah 2,100
03/09/2018,South Texas 1,100
03/09/2018,South Texas 2,100
03/09/2018,Summer,100
03/09/2018,Surry 1,100
03/09/2018,Surry 2,100
03/09/2018,Susquehanna 1,85
03/09/2018,Susquehanna 2,100
03/09/2018,Three Mile Island 1,100
03/09/2018,Turkey Point 3,100
03/09/2018,Turkey Point 4,100
03/09/2018,Vogtle 1,100
03/09/2018,Vogtle 2,100
03/09/2018,Waterford 3,100
03/09/2018,Watts Bar 1,100
03/09/2018,Watts Bar 2,100
03/09/2018,Wolf Creek 1,100
03/08/2018,Arkansas Nuclear 1,100
03/08/2018,Arkansas Nuclear 2,100
03/08/2018,Beaver Valley 1,100
03/08/2018,Beaver Valley 2,100
03/08/2018,Braidwood 1,100
03/08/2018,Braidwood 2,100
03/08/2018,Browns Ferry 1,100
03/08/2018,Browns Ferry 2,100
03/08/2018,Browns Ferry 3,0
03/08/2018,Brunswick 1,0
03/08/2018,Brunswick 2,100
03/08/2018,Byron 1,100
03/08/2018,Byron 2,100
03/08/2018,Callaway,100
03/08/2018,Calvert Cliffs 1,0
03/08/2018,Calvert Cliffs 2,100
03/08/2018,Catawba 1,100
03/08/2018,Catawba 2,91
03/08/2018,Clinton,99
03/08/2018,Columbia Generating Station,100
03/08/2018,Comanche Peak 1,100
03/08/2018,Comanche Peak 2,100
03/08/2018,Cooper,100
03/08/2018,D.C. Cook 1,100
03/08/2018,D.C. Cook 2,0
03/08/2018,Davis-Besse,0
03/08/2018,Diablo Canyon 1,100
03/08/2018,Diablo Canyon 2,0
03/08/2018,Dresden 2,100
03/08/2018,Dresden 3,100
03/08/2018,Duane Arnold,100
03/08/2018,Farley 1,100
03/08/2018,Farley 2,100
03/08/2018,Fermi 2,100
03/08/2018,FitzPatrick,100
03/08/2018,Ginna,100
03/08/2018,Grand Gulf 1,97
03/08/2018,Harris 1,100
03/08/2018,Hatch 1,100
03/08/2018,Hatch 2,100
03/08/2018,Hope Creek 1,100
03/08/2018,Indian Point 2,100
03/08/2018,Indian Point 3,100
03/08/2018,LaSalle 1,0
03/08/2018,LaSalle 2,100
03/08/2018,Limerick 1,92
03/08/2018,Limerick 2,100
03/08/2018,McGuire 1,100
03/08/2018,McGuire 2,100
03/08/2018,Millstone 2,100
03/08/2018,Millstone 3,100
03/08/2018,Monticello,100
03/08/2018,Nine Mile Point 1,100
03/08/2018,Nine Mile Point 2,100
03/08/2018,North Anna 1,93
03/08/2018,North Anna 2,100
03/08/2018,Oconee 1,100
03/08/2018,Oconee 2,100
03/08/2018,Oconee 3,100
03/08/2018,Oyster Creek,100
03/08/2018,Palisades,100
03/08/2018,Palo Verde 1,100
03/08/2018,Palo Verde 2,100
03/08/2018,Palo Verde 3,100
03/08/2018,Peach Bottom 2,100
03/08/2018,Peach Bottom 3,100
03/08/2018,Perry 1,100
03/08/2018,Pilgrim 1,0
03/08/2018,Point Beach 1,100
03/08/2018,Point Beach 2,100
03/08/2018,Prairie Island 1,100
03/08/2018,Prairie Island 2,100
03/08/2018,Quad Cities 1,100
03/08/2018,Quad Cities 2,83
03/08/2018,River Bend 1,82
03/08/2018,Robinson 2,100
03/08/2018,Saint Lucie 1,100
03/08/2018,Saint Lucie 2,100
03/08/2018,Salem 1,100
03/08/2018,Salem 2,100
03/08/2018,Seabrook 1,100
03/08/2018,Sequoyah 1,100
03/08/2018,Sequoyah 2,100
03/08/2018,South Texas 1,100
03/08/2018,South Texas 2,100
03/08/2018,Summer,100
03/08/2018,Surry 1,100
03/08/2018,Surry 2,100
03/08/2018,Susquehanna 1,85
03/08/2018,Susquehanna 2,100
03/08/2018,Three Mile Island 1,100
03/08/2018,Turkey Point 3,100
03/08/2018,Turkey Point 4,100
03/08/2018,Vogtle 1,100
03/08/2018,Vogtle 2,100
03/08/2018,Waterford 3,100
03/08/2018,Watts Bar 1,100
03/08/2018,Watts Bar 2,100
03/08/2018,Wolf Creek 1,100
03/07/2018,Arkansas Nuclear 1,100
03/07/2018,Arkansas Nuclear 2,100
03/07/2018,Beaver Valley 1,100
03/07/2018,Beaver Valley 2,100
03/07/2018,Braidwood 1,100
03/07/2018,Braidwood 2,100
03/07/2018,Browns Ferry 1,100
03/07/2018,Browns Ferry 2,100
03/07/2018,Browns Ferry 3,0
03/07/2018,Brunswick 1,0
03/07/2018,Brunswick 2,100
03/07/2018,Byron 1,100
03/07/2018,Byron 2,100
03/07/2018,Callaway,100
03/07/2018,Calvert Cliffs 1,0
03/07/2018,Calvert Cliffs 2,100
03/07/2018,Catawba 1,100
03/07/2018,Catawba 2,92
03/07/2018,Clinton,99
